Gene_ID/FPKM	Intact	bridge	distal
1300002E11Rik	39.036525	43.4912	30.53975
1300002K09Rik	0	0	1.2627255
1300017J02Rik	0	0	0.20899975
1500004A13Rik	0.615555575	0.24802525	0.19575955
1500009C09Rik	0.18077075	0	0
1500009L16Rik	16.8144375	2.985985	26.764475
1500011B03Rik	23.436675	29.179575	21.5400525
1500011K16Rik	24.687	21.6729375	11.41329
1500012F01Rik	2.7377575	9.27275	9.9717375
1500012K07Rik	0.18527715	0	0
1500015A07Rik	1.84694	0	1.37612375
1500015L24Rik	0	0	0
1500015O10Rik	15.96518	25.80664	13.92987
1500017E21Rik	0.09438181	0	1.07409E-68
1600002D24Rik	0	0	0
1600002H07Rik	5.04553	2.9291475	2.7932325
1600002K03Rik	5.7355425	17.2794525	8.66092375
1600010M07Rik	2.1574075	2.77809	5.82843125
1600012H06Rik	22.501525	30.461	22.5862875
1600014C10Rik	4.3025225	12.1871075	4.23709125
1600014C23Rik	0	0	0
1600014K23Rik	0	0	0
1600015I10Rik	0	0	0
1600016N20Rik	0.1123065	0	0
1600019K03Rik	0	0	0
1600020E01Rik	24.6747	8.4896945	19.02155
1600023N17Rik	1.9172725	0	0.4091875
1600025M17Rik	0	0	0
1600027J07Rik	0	0	0
1600029I14Rik	0	0	0
1600029O15Rik	0.3560905	0	0.3429325
1700001C02Rik	0	0	0
1700001C19Rik	0	0.789395	0
1700001D01Rik	0	0	0
1700001F09Rik	0	0	0
1700001G11Rik	0.37961055	0	0.069846
1700001G17Rik	0.06325725	0.536525	0
1700001J03Rik	0.2028185	0	0
1700001J11Rik	0.01032855	0.138936135	0.03693175
1700001K19Rik	0.02089505	0	0
1700001K23Rik	0.18939475	0	0.0293125
1700001L05Rik	0	0.1151476	0.10424325
1700001L19Rik	0.3619475	0	0
1700001O22Rik	0.6773035	4.0889575	2.1359545
1700001P01Rik	0.8615775	0.090771	0
1700003C15Rik	0	0	0
1700003D09Rik	0.04585025	0	0
1700003E16Rik	0.57689245	0	0.20759475
1700003E24Rik	0	0	0
1700003F12Rik	0.053728	0.5142375	0.408471475
1700003G13Rik	0	0	0
1700003G18Rik	0	0	0
1700003H04Rik	0	0	0
1700003L19Rik	0	0	0
1700003M02Rik	0	0	0
1700003M07Rik	0.14562925	0	0.143472625
1700003P14Rik	0	0	0
1700006A11Rik	0	0	0
1700006E09Rik	0	0	0
1700006F04Rik	0	0	0
1700006H21Rik	0	0	0
1700007B14Rik	0	0	0
1700007F19Rik	0	0	0
1700007G11Rik	0.453885	9.82561	1.64358
1700007J10Rik	0.1953025	0	0
1700007K09Rik	0	0	0
1700007K13Rik	0.500643	0.849715	0
1700007L15Rik	1.5829675	1.606834	1.7578525
1700007P06Rik	0	0	0
1700008F21Rik	0	0	0
1700008I05Rik	0	0	0
1700008J07Rik	0.8533005	1.35903375	0.64363675
1700008K24Rik	0	0	0
1700008O03Rik	0.18933915	0.25526	0.0600205
1700008P02Rik	0	0	0
1700009C05Rik	0	0	0
1700009J07Rik	0	0	0
1700009N14Rik	0	0	0
1700009P17Rik	0.354244425	0.5904675	2.98340425
1700010B08Rik	0	0	0
1700010D01Rik	0	0	0
1700010I02Rik	0	0	0
1700010I14Rik	0.58891525	1.433159	1.047203
1700010J16Rik	0	0	0
1700010K23Rik	0.0704695	0	0
1700011A15Rik	0	0	0
1700011B04Rik	0	0	0
1700011E24Rik	0	0	0
1700011H14Rik	0	0	0
1700011I03Rik	0	0	0.03716825
1700011L22Rik	0.01192575	0	0
1700011M02Rik	0	0	0
1700012A03Rik	0	0	0
1700012B07Rik	0	0	0
1700012B09Rik	0	0	0
1700012D01Rik	2.3553475	3.51790025	0.21106325
1700012D14Rik	0.32738725	0.21876225	0.4345635
1700012I11Rik	0	0	0
1700012L04Rik	0	0.11142875	0
1700012P22Rik	0	0	0
1700013D24Rik	0	0	0
1700013F07Rik	0.5036885	0	0
1700013G24Rik	0.07736	0	0
1700013H16Rik	0.16387275	0	0
1700015E13Rik	0.07513725	0	0
1700015F17Rik	0.58819425	0	0
1700015G11Rik	0	0	0
1700016C15Rik	0	0	0
1700016D06Rik	0	0	0.1774535
1700016G22Rik	0	0	0
1700016H13Rik	0.014297	0	0
1700016K19Rik	0	0	0
1700016L04Rik	0	0	0
1700016L21Rik	0	0	0
1700016P04Rik	0	0	0
1700017B05Rik	2.0497615	3.515795	2.794
1700017D01Rik	0	0	0
1700017G19Rik	0	0	0
1700017J07Rik	0	0	0
1700017N19Rik	0	0	0
1700018A04Rik	0	0	0
1700018B08Rik	0	0	0
1700018B24Rik	0	0	0
1700018C11Rik	0	0	0
1700018F24Rik	0	0	0
1700018G05Rik	0	0	0
1700018L02Rik	0.73191875	0.37507275	0.1057982
1700019A02Rik	0	0	0
1700019B03Rik	0	0	0
1700019B21Rik	0.7053225	0	0.21629675
1700019D03Rik	10.64743	2.24163	12.1579525
1700019E08Rik	0	0	0
1700019G17Rik	0.5866577	1.53261	0.282884175
1700019G24Rik	0	0	0
1700019L03Rik	0.027007275	0.098488001	0.064394525
1700019M22Rik	0	0	0
1700019N19Rik	0	0	0
1700019O17Rik	0	0	0
1700020A23Rik	0.5099185	0	0
1700020D05Rik	0	0	0
1700020G17Rik	0	0	0
1700020I14Rik	13.4233225	29.090875	19.0413
1700020L24Rik	0.19107475	0.2089855	0
1700020M21Rik	0	0	0
1700020N01Rik	0	0	0
1700020N15Rik	0	0	0
1700020N18Rik	0	0	0
1700021F05Rik	32.12425	33.102725	34.736175
1700021F07Rik	0	0	0
1700021K19Rik	8.0846175	8.6594425	10.01914
1700021N21Rik	0.21176555	0	0
1700022A21Rik	0	0	0
1700022A22Rik	0	0	0
1700022E09Rik	0	0	0
1700022H16Rik	0	0	0
1700022I11Rik	0.052743	0	0
1700023C21Rik	0	0	0
1700023E05Rik	0	0	0
1700023F02Rik	0	1.9900725	0
1700023F06Rik	0.02749025	0	0.0339245
1700023L04Rik	0.721798	0	0.17661725
1700024B18Rik	0	0	0
1700024F13Rik	0.26892795	0	0
1700024G13Rik	0	0	0
1700024P04Rik	0	0	0
1700024P16Rik	0	0	0.12300455
1700025B11Rik	0	0	0
1700025C18Rik	0	0	0
1700025F22Rik	0	0	0
1700025F24Rik	0	0	0
1700025G04Rik	1.87096225	1.8228575	1.91207
1700025K24Rik	0	0	0
1700025M24Rik	0	0	0
1700025N23Rik	0	0	0
1700026D08Rik	0.636095	1.770655	1.17146125
1700026D11Rik	0	0	0
1700026F02Rik	0	0	0
1700026L06Rik	3.95996475	2.20811	6.60828
1700027A15Rik	0	0	0.199602
1700027F09Rik	0	0.0813	0
1700027H10Rik	0.017429875	0	0
1700027I24Rik	0	0	0
1700027J07Rik	0	0	0
1700028B04Rik	0	0	0
1700028D13Rik	0	0	0
1700028E10Rik	0.086364925	0	0.04955775
1700028I16Rik	0	0	0
1700028J19Rik	0	0	0.82597525
1700028K03Rik	0.13851375	0.015703475	0.236852
1700028M03Rik	0	0	0.28523
1700028P14Rik	0	0	0.03530225
1700028P15Rik	0	0	0
1700029B22Rik	0	0	0
1700029F12Rik	0	0	0
1700029H14Rik	0.0900945	0	0
1700029I15Rik	0.76614475	0	0.15905325
1700029J03Rik	0	0	0.013460525
1700029J07Rik	1.279473275	0	0
1700029M20Rik	0	0	0
1700029N11Rik	0	0	0
1700029P11Rik	0	0	0
1700030A11Rik	0	0	0
1700030C10Rik	0.3565399	0	0.033017025
1700030F04Rik	0	0	0
1700030F18Rik	0	0	0
1700030J22Rik	0.088703568	0.596605	0.35108435
1700030K09Rik	5.7361925	4.181502225	2.8188025
1700030L20Rik	0	0	0
1700030M09Rik	0	0	0
1700030N03Rik	0	0	0
1700030O20Rik	0	0	0
1700031A10Rik	0	0	0
1700031F05Rik	0	0	0
1700031M16Rik	0	0	0
1700031P21Rik	0	0	0
1700034E13Rik	0	0	0
1700034F02Rik	0.1476265	0.05165175	0.01159335
1700034G24Rik	0	0	0
1700034H15Rik	7.39033E-12	7.91635E-09	1.09235E-10
1700034I23Rik	0.114486	0	0.10357225
1700034J05Rik	0.058691	0.27377	0.3594975
1700034K08Rik	0	0	0
1700034O15Rik	0	0	0
1700034P13Rik	0.192791975	0.020572553	0.566024003
1700036G14Rik	0	0	0
1700037C18Rik	2.133845	2.12518	2.787935
1700037H04Rik	14.6411	14.55966	16.748495
1700039E15Rik	0	0	0
1700039E22Rik	0	0	0
1700040L02Rik	1.923615	0	0.38638
1700041C23Rik	0	0	0
1700041M19Rik	0	0	0
1700042B14Rik	0	0	0
1700042G07Rik	0	0	0
1700042G15Rik	0	0	0
1700042O10Rik	0	0	0
1700044C05Rik	0	0	0
1700044K03Rik	0	0	0
1700045H11Rik	0	0	0
1700046C09Rik	0	0	0
1700047A11Rik	0	0	0
1700047E10Rik	0	0	0
1700047G03Rik	0	0	0
1700047I17Rik2	30.4884775	8.24575	15.0889325
1700047L14Rik	0	0	0
1700047M11Rik	2.48470175	0	0.0915615
1700048M11Rik	0	0	0
1700048O20Rik	0.286107	0.53710175	1.40629575
1700049E15Rik	0	0	0.412365
1700049E22Rik	0	0	0
1700049G17Rik	0.597425	0.476202	0.67413625
1700049L16Rik	0	0	0
1700051A21Rik	0	0	0
1700052I22Rik	0	0	0
1700052K11Rik	2.6632275	3.125885	2.5415375
1700052N19Rik	4.684485	3.137237625	6.375495
1700054A03Rik	0	0	0.0273695
1700054K19Rik	0	0	0
1700054M17Rik	0	0	0
1700054O13Rik	0	0	0
1700055C04Rik	0	0	0
1700055N04Rik	0.1908663	0.003261425	0.023807025
1700056E22Rik	0.04842975	0.3847025	1.52988725
1700057G04Rik	0	0	0
1700057H15Rik	0	0	0
1700060C16Rik	0	0	0
1700060C20Rik	0	0	0
1700061F12Rik	0	0	0
1700061G19Rik	0.24237105	0.10534925	0.0783691
1700061I17Rik	0	0	0
1700063A18Rik	0	0	0
1700063D05Rik	0	0	0
1700063O14Rik	0	0	0
1700064J06Rik	0	0	0
1700064M15Rik	0	0	0
1700065D16Rik	0	0	5.03083E-09
1700065I16Rik	0	0	0
1700065J11Rik	0	0	0
1700065J18Rik	0.407525	0	0
1700065L07Rik	0	0	0
1700065O20Rik	0	0	0
1700066B17Rik	0.25905675	0	0
1700066B19Rik	0.047652775	0	0.10304405
1700066M21Rik	1.275985	3.77096025	3.27176775
1700066N21Rik	0	0	0
1700066O22Rik	0	0	0
1700067G17Rik	0	0	0
1700067K01Rik	0.0726885	0	0.028097225
1700067P10Rik	0	0	0
1700069L16Rik	0	0	0
1700069P05Rik	0	0	0
1700071K01Rik	0	0	0
1700071M16Rik	0.136396001	1.40718E-09	0.283240501
1700072B07Rik	0	0	0
1700072O05Rik	0	0	0
1700073E17Rik	0	0	0.03730075
1700074H08Rik	0	0	0
1700074P13Rik	0	0	0
1700080E11Rik	0	0	0
1700080N15Rik	0	0	0
1700080O16Rik	0	0	0
1700081H04Rik	0	0	0
1700084C01Rik	0.0530925	0	0
1700084E18Rik	0.334691	0.2958875	0.293345
1700084F23Rik	0	0	0
1700084J12Rik	0.18073275	0	0
1700085C21Rik	0	0	0
1700086L19Rik	0	0	0.5370475
1700086O06Rik	1.27712975	1.8463625	0.8483965
1700088E04Rik	4.21562	7.48726E-08	0.767996329
1700091H14Rik	0.193272	0	0
1700092C02Rik	0	0	0
1700092C10Rik	0	0	0
1700092E19Rik	0	0	0
1700092K14Rik	0	0	0
1700092M07Rik	0	0	0.144759
1700093K21Rik	0	0	0
1700094D03Rik	2.05312325	0.0853396	1.25443925
1700094J05Rik	0	0	8.7895E-296
1700094M24Rik	0	0	0
1700095A21Rik	0	0	0
1700095B10Rik	0	0	0
1700096J18Rik	0	0	0
1700096K18Rik	3.7539425	1.47106	1.36383925
1700097N02Rik	0	0	0.16472075
1700100L14Rik	0	0	0
1700101E01Rik	0.028887	0	0
1700101I11Rik	0.8648395	0	0
1700101O22Rik	0	0	0
1700102H20Rik	0.710876	0.42293725	0.3976175
1700102P08Rik	0.07469125	0	0
1700104L18Rik	0	0	0
1700105P06Rik	0.11203925	0	0
1700106J16Rik	0	0.73576	0
1700108F19Rik	0	0	0
1700108J01Rik	0	0	0
1700109G14Rik	0	0	0
1700109G15Rik	0	0	0
1700109H08Rik	0.0124684	0	0
1700109I08Rik	0	0	0
1700109K24Rik	0.217870075	0.0568445	0.46985775
1700110C19Rik	0.3060255	0	0.06296525
1700110I01Rik	0	0	0
1700110K17Rik	0.109481753	0	7.78003E-10
1700111N16Rik	0	0	0
1700112E06Rik	4.4004675	0	5.1306425
1700112H15Rik	0	0	0
1700112J05Rik	0	0	0
1700113A16Rik	7.59359	3.51774	8.51433
1700113H08Rik	0.5465115	0	0
1700119H24Rik	0	0	0
1700120C14Rik	0.30438375	0.06582225	0
1700120E14Rik	0	0	0
1700120G07Rik	0	0	0
1700120K04Rik	0.0592995	0	0
1700121L16Rik	0	0	0
1700121N20Rik	0	0	0
1700122O11Rik	0	0	0
1700123I01Rik	0	0	0
1700123K08Rik	0	0	0
1700123L14Rik	0	0	0
1700123M08Rik	0.55296625	0.40203425	0.54117995
1700123O12Rik	0	0	0
1700123O20Rik	13.224925	38.0525	20.16
1700123O21Rik	0	0	0
1700124L16Rik	0.081988	0	0
1700125G02Rik	0	0	0
1700125G22Rik	0	0	0
1700125H03Rik	0	0	0
1700125H20Rik	0	0.0156989	0.24493425
1700126H18Rik	0	0	0
1700128A07Rik	0.01421345	0	0.284695975
1700128F08Rik	0	0	0
1700129C05Rik	0	0	0
1810006J02Rik	0	0	0
1810007C17Rik	0	0	0
1810007D17Rik	0	0	0
1810008I18Rik	0	0	0
1810009A15Rik	51.88405	123.349775	67.381175
1810009J06Rik	0	0	0
1810010D01Rik	0	0	0
1810010H24Rik	8.19104	4.92087	2.65852
1810011H11Rik	1.0623	1.13024	8.848345
1810011O10Rik	30.613425	29.23421053	14.92516
1810012K16Rik	0	0	0
1810013A23Rik	0	0	0
1810013L24Rik	9.861735	8.6863875	8.8841875
1810014B01Rik	3.011565	2.891361	1.03538785
1810018F18Rik	0	0	0
1810019D21Rik	0.01544495	0	0.0194991
1810020O05Rik	0.1307985	0	0.0643745
1810021B22Rik	0.60380725	1.046075	1.71900775
1810022K09Rik	36.398275	62.062475	39.826275
1810024B03Rik	0	0	0.2368412
1810026B05Rik	4.1411475	0.32215625	2.3752175
1810026J23Rik	17.93321	17.226525	11.813685
1810030O07Rik	21.96645	18.600755	17.94524
1810032O08Rik	4.46811	0.737285	1.486546275
1810034E14Rik	2.137204	0.05861725	0.875975
1810037I17Rik	76.026575	51.70495	43.42295
1810041L15Rik	0.081695	0.456655	0
1810043G02Rik	38.5694	30.596825	20.016775
1810043H04Rik	60.67625	56.0443	43.5971
1810044D09Rik	1.8389215	0.04701775	1.30816325
1810046K07Rik	0	0	0
1810053B23Rik	0	0	0.12525075
1810055G02Rik	18.963325	50.710575	21.8296
1810058I24Rik	83.7334	97.918475	113.2777
1810062G17Rik	0.827738	0.11180425	0
1810062O18Rik	0.8928095	0.6022325	1.1983925
1810064F22Rik	0	0	0
1810065E05Rik	0	0	0.04315325
2010001E11Rik	0	0	0
2010002M12Rik	0.34649795	0.033343073	0.20729525
2010003K11Rik	0	0	0
2010005H15Rik	0.10274525	0	0
2010009K17Rik	0	0	0.022295725
2010010A06Rik	0	0	0
2010012O05Rik	11.1365575	9.1650325	7.9366875
2010015L04Rik	0.3996479	0.3034225	0.5568899
2010016I18Rik	0.1381487	7.19118E-75	0.1233595
2010106C02Rik	0	0	0
2010106E10Rik	0	0	0
2010107E04Rik	242.8985	581.105	334.92375
2010107G12Rik	0.367885	0	0
2010107G23Rik	1.56910475	0	0
2010109A12Rik	0.100405	0	0.09339275
2010109I03Rik	0	0	0
2010111I01Rik	40.100325	74.8326	42.33085
2010204K13Rik	4.329898	16.21415	4.053765
2010300C02Rik	0	0	0
2010308F09Rik	0.4095075	0	0
2010310C07Rik	0	0	0
2010315B03Rik	8.991235	2.3535632	3.1085442
2010320M18Rik	14.1965125	14.495615	18.558025
2200002D01Rik	5.2993275	14.1778675	15.7876175
2200002J24Rik	0	0	0
2210010C04Rik	0	0	0
2210011C24Rik	0.59294275	1.3456225	1.5897825
2210013O21Rik	44.329675	86.0095	47.294325
2210015D19Rik	5.511145	10.26098	6.3649275
2210016F16Rik	15.218175	21.56115	19.3856525
2210016L21Rik	29.13915	20.884875	27.518375
2210018M11Rik	5.0437125	3.71738325	4.21741
2210019I11Rik	0	0	0
2210039B01Rik	0.024319825	0	0.051936155
2210404O09Rik	4.6357725	2.054266725	4.40100075
2210407C18Rik	0	0	0
2210408F21Rik	7.0004325	5.63669	3.92574075
2210408I21Rik	3.3430325	4.41614	1.62385425
2210409D07Rik	0	0	0
2210409E12Rik	0	0.2798925	0
2210414B05Rik	0	0	0
2210416O15Rik	0	0	0.011693575
2210417A02Rik	0	0	0.757045
2210420H20Rik	0	0	0
2300002M23Rik	0	0	0
2300003K06Rik	0	0	0
2300005B03Rik	0	0	0
2300009A05Rik	16.373175	21.1089425	12.6701485
2310001H17Rik	2.028345	0.450935	2.206637
2310001K24Rik	0	0	0
2310002D06Rik	0	0	0
2310002F09Rik	0.018931625	0.21203625	0.07026425
2310002J15Rik	0	0	0
2310002L09Rik	0	0	0
2310003H01Rik	8.02436	10.8553675	5.1875225
2310005A03Rik	0	0	0
2310005E17Rik	0	0	0
2310005G13Rik	0	0	0
2310007B03Rik	0	0	0
2310007L24Rik	0	0	0
2310008N11Rik	0	0	0
2310009A05Rik	37.3356	49.87715	50.441375
2310009B15Rik	6.625965	20.942825	13.2451325
2310010J17Rik	3.8784775	4.93147	2.9206325
2310011J03Rik	30.405975	37.527725	19.044125
2310014L17Rik	0.8872025	0.007090275	0.95046175
2310015A10Rik	1.785135	2.223545	0.60258925
2310015B20Rik	2.4657655	0	0
2310015D24Rik	0.1406945	0	0
2310016D03Rik	0	0	0
2310020H05Rik	0	0	0
2310022A10Rik	4.31359	6.1399575	6.39805475
2310022B05Rik	10.351095	6.84297	5.2077525
2310030A07Rik	0	0	0
2310030G06Rik	4.2555	1.8095172	0.59650375
2310033P09Rik	11.68213	8.291205	16.8316
2310034C09Rik	0	0	0
2310034G01Rik	3.6544025	0	0.73455265
2310034O05Rik	0	0	0
2310035C23Rik	3.319765	1.940674848	2.55533
2310036O22Rik	42.053725	70.8763	68.391375
2310039H08Rik	21.91945	42.0884	24.97775
2310039L15Rik	0	0	0
2310040G24Rik	1.98337475	3.5452275	1.58012
2310042E22Rik	0	0	0
2310043L19Rik	0	0	0
2310043O21Rik	0.0156517	0	0
2310045N01Rik	29.0542	41.4882	29.895075
2310047M10Rik	8.52351	8.421925	10.717475
2310050C09Rik	0	0	0
2310057J18Rik	0	0	0
2310057M21Rik	3.051447	6.527735	2.744383
2310057N15Rik	0	0	0
2310061I04Rik	8.30959	6.59793	5.5556975
2310061J03Rik	3.2258425	6.2920925	2.19083875
2310061N02Rik	0	0	0
2310065F04Rik	0	0	0
2310067B10Rik	2.5153525	2.940345	2.698755
2310068J16Rik	0.020031725	0.037035175	0
2310069B03Rik	0	0	0.00464515
2310069G16Rik	0	0	0
2310079G19Rik	0	0	0
2310081J21Rik	0	0	0
2410002F23Rik	25.0253	29.054825	20.95005
2410003L11Rik	0	0	0
2410004B18Rik	23.9577325	14.3392	12.5946475
2410004I01Rik	0	0	2.530975
2410004N09Rik	8.8940525	4.50178775	9.3561425
2410004P03Rik	0.2500375	0	0
2410006H16Rik	20.24555	33.894125	23.394625
2410007B07Rik	0	0	0
2410012E07Rik	0	0	0
2410012M07Rik	0	0	0
2410015M20Rik	53.166725	135.8575	90.679325
2410016O06Rik	2.0144595	10.8620275	3.49221
2410017I17Rik	0	0	0
2410018L13Rik	0.26897525	0.402836	0.370813125
2410021H03Rik	0.311585375	0	0.26897
2410076I21Rik	0.9391051	0.28517075	2.274007225
2410088K16Rik	0	0	0
2410089E03Rik	1.7352125	0.768417	1.17327975
2410114N07Rik	0	0	0
2410124H12Rik	0	0	0
2410127L17Rik	4.6275775	6.7514475	3.59575
2410131K14Rik	2.83563	3.176245	0.625851675
2410137M14Rik	0	0	0
2410141K09Rik	0	0	0
2500004C02Rik	2.74377	0.51418875	1.37406625
2510002D24Rik	10.643845	8.653965	7.0370675
2510003E04Rik	33.7326	9.074755	16.2246625
2510009E07Rik	10.39776	8.6810825	6.683325
2510039O18Rik	7.19731	7.7240275	9.29495
2510049J12Rik	0.082559	0.04176	0
2610001J05Rik	66.4947	82.3185	60.339825
2610002J02Rik	40.16525	33.174725	36.20885
2610002M06Rik	3.7743475	5.0251925	2.3481275
2610005L07Rik	9.0870925	4.8990775	5.7233975
2610008E11Rik	9.3968325	5.47117	4.31949
2610015P09Rik	3.1226325	0.971656925	3.0430075
2610016A17Rik	0.35545725	0	0.154708
2610018G03Rik	1.4512405	0.61033655	0.7587475
2610020C07Rik	0.3042145	0.227908	0.22540975
2610020H08Rik	0.20407525	0.015910775	0.075922075
2610027K06Rik	0.057123875	0	0
2610028E06Rik	0	0	0
2610028H24Rik	5.27295E-07	1.54755E-07	0
2610034B18Rik	11.7056075	24.3174	9.2185925
2610034M16Rik	7.1293075	0.001455018	0
2610035D17Rik	3.82348	0.6442775	2.94535775
2610035F20Rik	0	0	0
2610037D02Rik	0	0	0
2610044O15Rik8	9.7386525	5.5201315	4.076391225
2610100L16Rik	0	0	0
2610203C20Rik	9.553815	4.2063445	7.23236
2610203C22Rik	3.318927	6.177025	4.33703125
2610206C17Rik	0.094879175	0.0072914	0
2610207O16Rik	0	0	0
2610301B20Rik	19.529475	23.490875	12.8731625
2610305D13Rik	2.43581675	2.784465375	3.97503975
2610306M01Rik	8.826435	8.5144175	2.1140475
2610307P16Rik	1.52078	2.5769065	3.6501105
2610316D01Rik	0.26670925	0.9132425	0
2610318N02Rik	0	0.6977655	0.15533825
2610507B11Rik	11.8855225	12.0282025	13.6929225
2610507I01Rik	0.776555725	3.822215	1.084898
2610524H06Rik	16.670075	37.645525	21.87445
2610528A11Rik	0	0	0.35403975
2610528J11Rik	0	0	0
2700029M09Rik	30.98335	76.077975	35.645975
2700038G22Rik	1.34617875	0.728295	0.74277125
2700046A07Rik	0.8907695	0.5751075	0.023424625
2700046G09Rik	0.212801425	0.3919075	0.47266375
2700049A03Rik	2.692485	3.3097075	1.070685
2700054A10Rik	0.3073535	0	0
2700060E02Rik	12.07308	38.614075	24.003725
2700062C07Rik	20.246875	12.755075	18.70669
2700069I18Rik	0.010879625	0	1.2042175
2700070H01Rik	0	0	0.09323875
2700081O15Rik	2.1349825	0.707199825	2.497432
2700086A05Rik	0.0296445	0.037386	0.23230125
2700089E24Rik	47.2868	50.706025	41.65345
2700089I24Rik	0	0	0
2700094K13Rik	12.4787	151.6485	43.83105
2700097O09Rik	13.144955	4.8870025	5.7691225
2700099C18Rik	0.975356875	7.135055	0.56743775
2810001G20Rik	7.364275	4.614805	7.5261475
2810002D19Rik	4.3319825	6.856084	3.5377275
2810004N23Rik	12.7967025	30.47525	7.77809
2810006K23Rik	5.68343	9.44855	3.8025225
2810007J24Rik	0	0	0
2810008D09Rik	53.5094	2.326505	14.3998
2810013P06Rik	9.1360175	3.77143925	6.553725
2810021J22Rik	1.81711	0.46374075	1.741948175
2810025M15Rik	11.01016	35.36995	30.082325
2810029C07Rik	0.143235	1.00611	0.71406275
2810032G03Rik	0.55801025	0	0.1712385
2810047C21Rik1	0.270118975	0.77236025	0.62032025
2810049E08Rik	0.17940375	0	0
2810055G20Rik	1.8115675	0.61972625	3.00029225
2810403A07Rik	15.85535	12.3388375	8.86844
2810403D21Rik	1.8313725	1.1551025	1.7936325
2810404M03Rik	0	0	0.014706925
2810405F15Rik	0	0	0
2810408A11Rik	3.933815	1.59277925	4.3297575
2810408I11Rik	0.01960735	11.9801075	1.424354
2810408M09Rik	13.74655	9.2866225	7.601345
2810410L24Rik	0.519858	0.10263275	0.28423875
2810417H13Rik	0.740596925	45.372425	6.66156
2810428I15Rik	51.979775	57.337475	45.303925
2810429I04Rik	0.9131155	0	0.59513525
2810433D01Rik	2.799067125	2.37503	0.040364
2810442I21Rik	0.1067745	1.379575	1.9605795
2810442N19Rik	0	0	0.36420475
2810454H06Rik	0.4549305	0.68976125	1.71673835
2810459M11Rik	0	0.6203425	0.2427535
2810468N07Rik	38.3965	1.99184	6.65451725
2810471M01Rik	0	0	0
2810474O19Rik	16.690825	8.6751025	19.695875
2900005J15Rik	2.45771475	0.97055625	0.5799804
2900008C10Rik	0.57827925	0.2599295	1.41119525
2900009J06Rik	0.494693	0	0.3457075
2900011O08Rik	2.317697782	0	0.00698865
2900026A02Rik	2.6978925	1.138598275	0.9519905
2900041M22Rik	3.048186	0.603125	1.24224
2900052N01Rik	0.003736175	0	0
2900055J20Rik	0.127185	0	0
2900056M20Rik	5.75127	0.69289375	1.86135825
2900057B20Rik	0	0	0
2900060B14Rik	2.1968275	0.856754	1.2419665
