Gene symbol	Astrocytes	Neuron	Oligodendrocyte Precursor Cell	Newly Formed Oligodendrocyte	Myelinating Oligodendrocytes	Microglia	Endothelial Cells
1110008J03Rik	6.5006775	7.977179	7.37368	5.351632	3.32301	2.6700045	3.389776
1110008L16Rik	2.7917605	1.542022	2.153453	2.251565	0.9134235	0.8251245	4.5671845
1110008P14Rik	6.6893125	20.2539085	13.080161	16.586867	26.2130025	9.823919	10.379116
1110012D08Rik	29.596253	4.000473	15.615384	12.718852	9.4595825	11.8331005	20.891553
1110012J17Rik	2.913849	17.06627	6.362938	1.927273	0.694707	0.177053	3.4669185
1110012L19Rik	4.785401	5.6668375	6.24957	5.8925045	6.211294	2.7609665	11.2400335
1110014N23Rik	14.53706	18.29361	16.0795675	12.7563845	9.878544	22.443967	10.3180245
1110017D15Rik	1.63655	1.241404	0.647557	0.3072055	0.247173	0.7046315	0.4447745
1110017F19Rik	0.1	0.1	0.1	0.128167	0.1	0.1	0.1
1110018G07Rik	15.137721	13.3491845	18.9212635	18.8544925	12.8499135	8.356695	5.3919335
1110018J18Rik	3.543782	1.31484	8.5115545	8.0517625	4.274331	4.796962	25.730301
1110020A21Rik	0.7001965	0.79504	0.950409	0.410582	0.7278525	0.1200405	1.5629685
1110020G09Rik	28.872913	6.348041	9.877936	5.046441	3.7264995	1.7650075	4.9060915
1110021J02Rik	5.547716	7.08254	7.0796375	6.9439235	4.8273915	2.3776	5.178718
1110021L09Rik	11.917216	4.9735975	10.5518555	2.8628605	0.3765015	1.705538	2.435063
1110028C15Rik	5.884494	3.143015	3.9160885	1.565142	0.50328	2.2780715	6.1575085
1110031I02Rik	6.725524	4.5098945	8.87734	5.892132	6.7071685	5.1174615	8.0791755
1110032A03Rik	3.1582985	3.4217825	5.371426	8.383001	15.0501445	4.0877995	5.3359235
1110032A04Rik	0.353682	0.2817155	0.1004085	0.1	0.1048175	0.1079685	0.1
1110032F04Rik	3.6105295	0.988133	2.2310205	0.412507	0.220036	0.108941	0.1
1110034A24Rik	2.309702	3.652695	3.3660705	2.3549095	1.830007	1.2206475	1.760481
1110034B05Rik	8.039267	5.848534	8.3639055	4.024378	2.307458	0.7582435	3.6489395
1110034G24Rik	5.218569	2.9237855	5.3175625	3.0111485	2.2630595	4.765786	30.5618165
1110036E04Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1110037F02Rik	7.067678	4.6983135	6.0153365	4.0989465	1.1369345	2.12011	10.696301
1110038B12Rik	6.33788	8.0029215	7.627279	8.8248245	2.109094	6.8090655	13.4739835
1110038D17Rik	6.4776665	3.2089225	3.837386	3.321273	2.640622	6.240813	5.1364915
1110038F14Rik	13.6227825	7.291648	17.603043	10.5536765	6.8666995	6.9118155	13.8820985
1110046J04Rik	0.1	0.4738935	0.340247	0.7756565	1.1292785	0.132475	0.166664
1110049F12Rik	9.2257205	24.196183	24.514123	22.750606	34.90036	25.4890725	12.7039155
1110051M20Rik	8.4102745	18.9084485	17.91202	14.7937175	13.376892	4.363226	5.125337
1110054M08Rik	6.1783635	1.271129	3.2102495	0.5984935	0.412348	2.2914235	3.708722
1110054O05Rik	1.9903515	2.6712125	4.552285	4.1435795	2.2999115	3.601323	1.5189485
1110057K04Rik	10.999519	9.101786	21.2494915	35.4711105	43.064176	11.4473355	6.6066195
1110058L19Rik	7.049785	13.2746115	14.642573	12.538778	9.8218015	6.604705	15.2019935
1110059E24Rik	9.3240775	5.890342	9.7032225	5.2904945	3.9946455	2.9511945	15.360077
1110059G10Rik	1.6919855	2.0096965	2.593105	1.3150675	1.276362	0.8012435	3.8418325
1110059M19Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1110065P20Rik	17.564552	28.5050485	27.749032	30.401238	45.1338855	13.7859835	24.6569885
1110067D22Rik	22.291901	15.536178	26.8882335	6.3009405	1.2614875	0.781368	7.025638
1190002F15Rik	0.129262	0.1	0.5934215	0.1	0.1	0.1	0.206581
1190002H23Rik	73.4070655	5.256985	96.516821	24.58213	2.918479	2.8523885	73.2817735
1190002N15Rik	4.8512765	20.002312	9.8563965	12.3410275	4.8149705	1.2647945	2.400697
1190003J15Rik	0.187935	0.1	0.1	0.1	0.1	0.1	0.1
1190003K10Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1190005F20Rik	6.945619	3.0128785	5.538709	2.913538	1.227292	2.785395	2.807891
1190005I06Rik	3.3028435	2.6211605	1.0576215	1.5418775	3.7003735	1.339886	0.34534
1190007F08Rik	0.5046865	1.7369345	1.9844605	8.527137	20.7313905	5.0498475	0.334225
1190007I07Rik	0.97265	1.0878725	1.4349185	0.501962	0.81007	1.5484505	3.0353405
1200009I06Rik	0.5201855	0.1	0.181109	0.1	0.1	0.507524	2.464733
1200011I18Rik	2.6828105	5.863683	3.4889845	3.1587025	1.7348855	1.779003	5.586356
1200011M11Rik	5.0516235	5.301242	6.003873	4.189607	1.939838	4.854303	3.3418265
1200014J11Rik	4.287916	3.1989845	4.4522075	2.5161825	1.122921	5.7739495	5.8425645
1200016B10Rik	4.172979	1.262562	2.695198	1.9820795	0.790221	0.769961	5.438563
1300001I01Rik	22.3402835	9.462563	8.3433995	5.7663005	3.4082275	11.4901225	3.6044955
1300002E11Rik	5.9088265	3.0327245	4.9208715	3.0870285	2.976215	0.7663625	5.4882875
1300002K09Rik	0.1	0.1	0.1	0.1032345	0.1	0.1	0.1
1300010F03Rik	15.5668165	2.9773915	7.4409685	5.2239835	2.3221105	1.8495795	7.2976635
1300014I06Rik	2.968675	2.48261	33.647551	26.0209345	1.7426665	9.095876	15.375038
1300015D01Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1300017J02Rik	0.1	0.1	0.1251075	0.2295875	0.1	0.1	0.1
1300018I17Rik	9.7248435	15.235391	13.106164	8.8045105	6.1924685	19.7152355	3.851324
1300018J18Rik	8.162816	6.676561	10.3339535	12.045256	10.9351115	8.8161055	9.65128
1500001M20Rik	2.635588	4.1936155	4.1745585	2.0988785	1.4099035	2.679676	5.187945
1500002O10Rik	2.0972755	0.122921	0.1	0.1	0.1	0.1	0.178296
1500002O20Rik	9.0848335	10.682772	10.9046235	9.276195	9.2605215	25.5618775	8.7077225
1500003O03Rik	17.756877	21.4270625	22.3107245	21.735797	19.3781725	13.896129	28.671751
1500004A13Rik	0.9545575	1.0509035	0.858745	0.6071425	0.4695005	0.1	0.1
1500009C09Rik	25.458276	12.7104035	31.461387	12.418889	6.464099	2.845622	0.6348745
1500009L16Rik	2.025082	29.777596	5.9400435	1.2322175	0.929116	0.417486	0.8741195
1500010J02Rik	9.3410105	12.981159	11.6944575	4.7849105	3.268792	24.1297265	4.1933545
1500011B03Rik	5.0865235	25.2576965	5.393818	17.691877	20.80764	3.0718525	8.271707
1500011H22Rik	9.568114	22.6055395	20.536968	11.5085935	7.982912	2.981747	14.802609
1500011K16Rik	1.804819	0.7801055	0.111862	1.323172	2.029684	1.264905	0.1
1500012F01Rik	17.850299	63.873609	24.487105	20.204323	22.381264	23.063429	59.659849
1500015A07Rik	2.749023	6.038759	4.7321685	3.748294	4.42713	3.2633365	1.568189
1500015O10Rik	0.1971725	0.2026445	0.1069665	0.1	0.1	0.1	0.587459
1500016L03Rik	0.1	23.2898515	0.1	0.1	0.1	0.1	0.1
1500017E21Rik	0.472937	0.1769485	0.1	0.1	0.1	0.1	0.1
1500031L02Rik	5.36806	8.47129	9.235847	4.455798	2.8353955	1.103943	5.457118
1500032L24Rik	40.8980425	60.149964	83.166505	109.1035855	129.542479	68.773945	92.4640615
1520402A15Rik	6.0183215	1.9508585	2.5365235	0.8095175	0.980218	0.455343	0.2520465
1600002D24Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1600002H07Rik	2.594393	3.022988	2.582553	1.4955745	1.1593025	1.361367	1.6179905
1600002K03Rik	3.017629	1.847758	4.5383005	3.759823	3.597021	8.0086935	1.9401335
1600010M07Rik	0.1	0.1	0.2201385	0.1	0.1	1.2525955	0.1
1600012F09Rik	4.574859	3.2536765	5.4271505	4.983828	2.3801035	1.6860445	2.412889
1600012H06Rik	12.5941755	8.1704225	8.439362	8.0811445	7.95013	4.498171	6.3859205
1600014C10Rik	1.470385	3.681756	3.1682695	2.805779	1.1829345	8.103118	4.6784115
1600014C23Rik	1.418843	0.1	0.341383	0.124003	0.1283535	0.1	0.1
1600014K23Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1600015I10Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1600016N20Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1600019K03Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1600020E01Rik	15.7627625	8.445672	9.594021	5.34717	3.8641825	6.0011695	9.791395
1600021P15Rik	5.5357625	9.931256	25.799557	14.999525	3.4983645	0.618579	2.228101
1600025M17Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1600027N09Rik	5.9161825	4.6208825	6.0153545	5.1528425	1.5038505	3.8296175	5.5245545
1600029D21Rik	0.1	0.1	0.1	0.1	0.1	0.28663	0.1
1600029I14Rik	0.1	0.117494	0.1	0.1	0.1	0.1	0.1
1600029O15Rik	0.1	1.176799	0.1	0.1	0.1	0.1	0.1
1700001C02Rik	0.229964	0.105496	0.1	0.1	0.1	0.1	0.101246
1700001C19Rik	0.1	0.1	0.1	0.1	0.1	0.89071	1.3767615
1700001F09Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1700001G11Rik	0.1599915	0.2592275	0.328117	0.212295	0.2288825	0.1	0.1691935
1700001G17Rik	0.1597915	0.3895665	0.776722	0.2203645	0.233967	0.1	0.3095705
1700001J03Rik	0.301634	0.1	0.1	0.1	0.1	0.1	0.1132725
1700001J11Rik	0.2038195	0.186366	0.138388	0.221512	0.1	0.111975	0.511952
1700001K19Rik	0.1	0.151714	0.1	0.1	0.1	0.1	0.1
1700001K23Rik	0.1	1.2168235	0.12378	0.1	0.1	0.379639	0.1617755
1700001L05Rik	0.1	0.535477	0.145596	0.1	0.1	0.7425465	0.1
1700001L19Rik	0.2118485	1.522921	0.5121735	0.1	0.190158	0.1273305	0.117851
1700001O22Rik	2.141102	0.6877435	3.3187885	0.7697415	0.7032	0.276652	0.7790745
1700001P01Rik	0.1	0.186749	0.1335425	3.1500965	3.183784	0.1	0.343524
1700003E16Rik	0.385434	2.413162	1.1840575	0.3608445	1.15951	1.6919575	0.1
1700003F12Rik	0.503547	0.279849	0.298706	0.1	0.1	5.970674	0.242771
1700003G13Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1700003G18Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1700003H04Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1700003L19Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1700003M02Rik	0.568748	0.27215	0.1	0.1	0.1	0.1	0.35098
1700003M07Rik	5.262211	0.5047875	1.627456	0.313476	0.2088085	0.1	0.1
1700006A11Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1700006E09Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1700007B14Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1700007E06Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1700007F19Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1700007G11Rik	0.434534	0.1083895	0.184597	0.163225	0.1	0.1	0.1481655
1700007I08Rik	0.1833485	0.123131	0.1	0.1	0.1	0.1	0.1
1700007K09Rik	0.658897	0.194143	0.109729	0.231617	0.1	0.1695135	0.106657
1700007K13Rik	2.335779	0.4147115	0.1751605	0.1	0.1960305	0.1	0.2729045
1700007P06Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1700008A04Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1700008F21Rik	0.1	0.102756	0.1	0.1	0.1	0.1	0.1
1700008I05Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1700008J07Rik	0.292736	0.424941	0.522784	0.2456065	0.1879255	0.239698	0.1467325
1700008K24Rik	0.1	0.1385955	0.1	0.1	0.1	0.1	0.1
1700008O03Rik	0.2045625	0.6061785	0.1979595	0.4065765	0.370082	0.1069435	0.1
1700008P02Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1700008P20Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1700009J07Rik	0.1	0.1	0.121026	0.1	0.1	0.2010195	0.1
1700009N14Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1700009P17Rik	0.6733135	0.1	0.1077515	0.128765	0.1539475	0.5916435	0.5835405
1700010B08Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1700010D01Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1700010I02Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1700010I14Rik	1.5310445	0.537173	0.782841	0.591205	0.6040405	0.399766	0.354537
1700010J16Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1700010K23Rik	0.1	0.1083875	0.1	0.1	0.1	0.1	0.1
1700010M22Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1700011A15Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1700011E24Rik	0.1	0.1	0.1052835	0.1	0.1	0.1	0.1
1700011F03Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1700011F14Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1700011H14Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1700011I03Rik	0.1	0.1	0.1	0.1	0.1	0.107875	0.1069835
1700011L22Rik	0.1279565	0.1	0.1	0.1	0.1	0.1	0.1094975
1700011M02Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1700012A03Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1700012A16Rik	0.1	0.592483	0.201084	0.577681	0.2971195	0.1	0.1
1700012B07Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1700012B09Rik	0.36833	0.1022035	0.1	0.1	0.1	0.1	0.1
1700012B15Rik	9.5972495	11.694422	10.627979	9.742196	8.3377555	14.014367	8.2053565
1700012D14Rik	0.51257	0.4923875	0.36911	0.278948	0.257831	0.1	0.133246
1700012L04Rik	0.1635875	0.1	0.149148	0.1	0.1	0.1	0.163364
1700012P22Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1700013D24Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1700013F07Rik	0.1	0.2931045	0.1	0.1	0.1	0.1	0.1421265
1700013G24Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1700013H16Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1405065
1700013N18Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1700014N06Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1700015E13Rik	0.1568245	0.116347	0.1	0.1	0.1	0.1	0.1
1700015F17Rik	0.129448	0.1007065	0.107298	0.1	0.112478	0.1	0.1
1700015G11Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1700016C15Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1700016D06Rik	0.1	0.1	0.1	0.1	0.1052675	0.1	0.1
1700016H13Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1700016K19Rik	0.3252225	0.338473	0.1583875	0.1	0.2097145	0.1590365	0.350071
1700016L21Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1700016M24Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1700016P04Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1700017B05Rik	3.6590055	0.9023475	3.79949	0.9060535	0.5355265	74.4615785	7.750362
1700017D01Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1700017G19Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1700017J07Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1700017N19Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1700018A04Rik	0.1	0.1	0.1	0.1	0.1	0.1	1.2141405
1700018A14Rik	0.101024	0.227453	0.1	0.1	0.1	0.1	0.1
1700018B08Rik	0.1	0.102343	0.1	0.1	0.1	0.1	0.1
1700018B24Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1700018C11Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1700018F24Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1700018L02Rik	1.5958625	0.840334	1.16416	1.3373825	1.5772075	0.41564	1.4724855
1700018L24Rik	0.1	0.195777	0.1	0.1	0.1	0.1	0.1
1700019A02Rik	0.109925	0.1	0.1820895	0.1053815	0.1	0.1	0.1
1700019B03Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1700019D03Rik	0.529068	0.9638435	4.335419	1.1020965	0.619757	0.1119065	0.1606285
1700019E08Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1700019E19Rik	6.6376715	3.5546015	6.899745	11.6017565	10.5192345	1.31758	11.6246325
1700019G17Rik	6.8063275	0.653559	2.632965	0.8869775	1.029945	0.325477	0.85287
1700019G24Rik	0.275737	0.1	0.1	0.1	0.1	0.1	0.114844
1700019L03Rik	0.228788	0.1062235	0.1141625	0.1	0.1	0.1	0.1
1700019M22Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1700019N12Rik	0.280136	0.199488	0.1375215	0.104203	0.179164	0.6750235	0.292263
1700019N19Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1700019O17Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1700020A23Rik	0.100233	0.3893965	0.1	0.2555725	0.1	0.1	0.1
1700020C07Rik	0.1	0.1	0.152963	0.1	0.1	0.1	1.184337
1700020D05Rik	0.876352	0.5773205	0.5898475	0.326935	0.1152665	0.2871295	0.1
1700020I14Rik	14.160113	33.1103125	15.9368425	8.58039	4.390805	1.881601	17.521308
1700020L24Rik	0.238379	0.1364005	0.8788665	0.452071	1.234899	2.903695	8.0088925
1700020M21Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1700020N01Rik	0.1	0.1	0.1	0.1	0.1	0.3391115	0.1
1700020N18Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1700020O03Rik	4.74649	5.7183885	6.6047525	7.1379235	5.983648	8.7108765	4.537507
1700021C14Rik	2.664698	1.6673255	0.9028145	1.9560485	3.437851	2.1068175	2.533818
1700021F05Rik	6.5921095	7.7938625	6.8198245	3.9731965	3.577462	2.334623	3.1450965
1700021F07Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1700021K19Rik	5.804258	12.335545	15.5146035	33.426661	22.266544	8.8578165	6.051894
1700022A21Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1700022E09Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1700022I11Rik	0.1	0.1187835	0.1	0.1	0.1	0.1	0.1
1700022P22Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1700023A16Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1719105
1700023E05Rik	0.107505	0.128696	0.1	0.1	0.1	0.1	0.1
1700023F02Rik	0.1	0.202232	0.1	0.1	0.1	0.1	0.1
1700023I07Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1700023L04Rik	0.3101245	0.1301875	0.1	0.1	0.1	0.181225	0.383517
1700024G13Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1258125
1700024P03Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1700024P04Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1700024P16Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1700025B11Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1700025C18Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1700025E21Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1700025F22Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1700025F24Rik	0.107301	0.1	0.1	0.1	0.1	0.1	0.1
1700025G04Rik	3.6150995	4.30043	14.2600925	5.875715	1.5673025	0.5201815	0.3120685
1700025K23Rik	4.277823	6.986744	7.5900335	5.8621125	5.766862	0.705016	2.947721
1700025M24Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1700025N23Rik	0.1	0.121058	0.105409	0.1	0.1	0.1	0.1
1700026D08Rik	0.4065975	0.1	0.1	0.1	0.1	0.1	0.1049285
1700026D11Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1700026J04Rik	0.295771	0.1	0.1	0.1	0.1	0.1	1.0308355
1700026L06Rik	0.1	0.1	0.1	0.1	0.1	0.2170875	0.1
1700027A15Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1700027A23Rik	0.7791735	0.129388	0.1	0.1	0.1	0.1	0.205721
1700027D21Rik	0.1868845	0.1	0.1	0.111083	0.1021875	0.1	0.1
1700027F09Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1700027H10Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1700027I24Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1700027J07Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1700027L20Rik	102.4076515	2.3771695	14.3015335	0.4316835	4.364511	4.6523465	0.1
1700028B04Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1700028I16Rik	0.1	0.1	0.1192855	0.1	0.1	0.1	0.1
1700028J19Rik	0.18692	0.5434125	1.141055	0.862615	0.352304	0.618089	0.447373
1700028K03Rik	1.2074195	0.6522275	0.389706	0.200447	0.1	0.1190805	0.133056
1700028M03Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1700028P14Rik	0.312983	0.1	0.1	0.1	0.1	0.1	0.1
1700028P15Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1700029B22Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1700029F09Rik	3.542098	4.9202845	5.781557	2.712814	1.1109065	2.041516	12.44867
1700029F12Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1700029G01Rik	1.312158	0.5544725	0.185547	0.1	0.1	0.785561	3.291846
1700029H14Rik	0.160654	0.1	0.1	0.1	0.1	0.1	0.1
1700029I15Rik	0.7282365	0.455287	0.654676	0.221798	0.1	0.369281	0.1
1700029J03Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1700029J07Rik	1.8163465	1.7748655	0.9487005	0.814946	0.441343	0.1637925	0.1752515
1700029J11Rik	0.1	0.637001	0.1	0.2992735	0.1	0.349069	0.3608765
1700029M20Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1700029P11Rik	0.1	0.1195545	0.1	0.1	0.1	0.1	0.1
1700030C10Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1018
1700030F18Rik	0.1307575	0.102096	0.1	0.1	0.155529	0.1	0.1
1700030J22Rik	0.2861835	0.902329	0.315927	0.4803215	0.2220985	0.149768	0.228068
1700030K09Rik	3.3887225	1.8361665	3.579709	2.563233	1.342366	1.3046535	2.0721955
1700030L20Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1700031F05Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1700031M16Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1700034E13Rik	0.1	0.1	0.1	0.1	0.1	0.1	0.1
1700034F02Rik	0.3102295	0.1	0.165527	0.2233435	0.169852	0.1	0.1
